"","run_number","site","date","lc","species","subsample","mass_mg","percent_N","percent_C","NC_ratio","soil_run","soil_mass","soil_N","soil_C","soil_NC","n_cores","rock_bottom","organic","depth","d15N","d13CVPDB","x","y","Lat","Long"
"568","Dara","Lichen.2.3",2022-06-16,"Lichen","Kalmia",1,1.999,1.11864778,52.16607601,46.6331556,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-7.970873249,-30.03716527,700793,5506311,49.67585216,-54.21674336
"569","Dara","Lichen.2.3",2022-06-16,"Lichen","Kalmia",2,4.16,1.31647984,45.96188223,34.91271255,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-7.032395005,-31.33319153,700793,5506311,49.67585216,-54.21674336
"570","Dara","Lichen.2.3",2022-06-16,"Lichen","Kalmia",3,2.064,1.484239053,65.50748193,44.1353984,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-6.879192137,-30.68181091,700793,5506311,49.67585216,-54.21674336
"571","Dara","Lichen.2.3",2022-06-16,"Lichen","Kalmia",4,2.205,1.086080842,54.66805509,50.33516198,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-8.427915519,-29.53751178,700793,5506311,49.67585216,-54.21674336
"572","Dara","Lichen.2.3",2022-06-16,"Lichen","Cladonia",1,2.98,0.426215002,58.39610996,137.0109209,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,2.466237673,-27.60473177,700793,5506311,49.67585216,-54.21674336
"573","Dara","Lichen.2.3",2022-06-16,"Lichen","Cladonia",2,4.149,0.846513344,44.33085247,52.36875803,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-0.808464536,-29.39274451,700793,5506311,49.67585216,-54.21674336
"574","Dara","Lichen.2.3",2022-06-16,"Lichen","Cladonia",3,4.107,0.411815034,43.99687224,106.8364888,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,1.354212701,-28.68286551,700793,5506311,49.67585216,-54.21674336
"575","Dara","Lichen.2.3",2022-06-16,"Lichen","Cladonia",4,4.185,0.588476531,43.91762046,74.62934913,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-2.743052813,-29.10496026,700793,5506311,49.67585216,-54.21674336
"576","Dara","Lichen.2.3",2022-06-16,"Lichen","Lingonberry",1,2.022,0.91453156,57.38221926,62.74493057,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-7.155691652,-30.36047366,700793,5506311,49.67585216,-54.21674336
"577","Dara","Lichen.2.3",2022-06-16,"Lichen","Lingonberry",2,2.332,0.531139751,51.4593393,96.88474491,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-7.475175094,-31.73931742,700793,5506311,49.67585216,-54.21674336
"578","Dara","Lichen.2.3",2022-06-16,"Lichen","Lingonberry",3,2.546,0.482547574,51.16899101,106.0392669,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-10.48381088,-32.05177641,700793,5506311,49.67585216,-54.21674336
"579","Dara","Lichen.2.3",2022-06-16,"Lichen","Lingonberry",4,2.366,0.784399255,53.60507018,68.33901213,10,5.084,0.58,19.34,0.029989659,"9","yes",NA,2.555555556,-11.07848819,-31.47695052,700793,5506311,49.67585216,-54.21674336
"580","Dara","Lichen.2.4",2022-06-16,"Lichen","Blueberry",1,2.282,2.339660933,51.82338048,22.14995334,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-4.953501739,-29.96335551,700793,5506311,49.67585216,-54.21674336
"581","Dara","Lichen.2.4",2022-06-16,"Lichen","Blueberry",2,2.026,2.143573997,51.49804961,24.02438622,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-3.798515894,-31.09589134,700793,5506311,49.67585216,-54.21674336
"582","Dara","Lichen.2.4",2022-06-16,"Lichen","Blueberry",3,2.24,1.484018755,53.54030871,36.07791919,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-5.091330749,-30.99773423,700793,5506311,49.67585216,-54.21674336
"583","Dara","Lichen.2.4",2022-06-16,"Lichen","Blueberry",4,2.117,2.275532962,50.76121699,22.30739692,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-2.32069216,-30.76653278,700793,5506311,49.67585216,-54.21674336
"584","Dara","Lichen.2.4",2022-06-16,"Lichen","Crowberry",1,2.46,0.571804513,55.78553685,97.56050467,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-3.836636339,-29.78549034,700793,5506311,49.67585216,-54.21674336
"585","Dara","Lichen.2.4",2022-06-16,"Lichen","Crowberry",2,2.406,0.796854653,54.77070595,68.73362134,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-7.003607352,-29.05465193,700793,5506311,49.67585216,-54.21674336
"586","Dara","Lichen.2.4",2022-06-16,"Lichen","Crowberry",3,2.523,1.132673629,61.90752499,54.65610164,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-7.193078701,-28.89481149,700793,5506311,49.67585216,-54.21674336
"587","Dara","Lichen.2.4",2022-06-16,"Lichen","Crowberry",4,2.125,0.970904593,52.85205045,54.43588467,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-9.362796175,-28.20126092,700793,5506311,49.67585216,-54.21674336
"588","Dara","Lichen.2.4",2022-06-16,"Lichen","Kalmia",1,2.189,0.804133372,43.43387043,54.01326685,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-11.60289168,-29.54451323,700793,5506311,49.67585216,-54.21674336
"589","Dara","Lichen.2.4",2022-06-16,"Lichen","Kalmia",2,2.189,1.13489303,56.00153449,49.34520966,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-12.85216606,-28.97330789,700793,5506311,49.67585216,-54.21674336
"590","Dara","Lichen.2.4",2022-06-16,"Lichen","Kalmia",3,2.504,0.998800025,50.15579256,50.21605057,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-11.96449482,-29.41203506,700793,5506311,49.67585216,-54.21674336
"591","Dara","Lichen.2.4",2022-06-16,"Lichen","Kalmia",4,2.435,1.132611878,52.15182108,46.04562437,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-11.45454517,-29.87629983,700793,5506311,49.67585216,-54.21674336
"592","Dara","Lichen.2.4",2022-06-16,"Lichen","Cladonia",1,4.108,0.228708702,44.20248269,193.2697893,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,2.657260325,-27.93953032,700793,5506311,49.67585216,-54.21674336
"593","Dara","Lichen.2.4",2022-06-16,"Lichen","Cladonia",2,3.89,0.210939535,43.07479406,204.2044612,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,18.95472035,-27.9727518,700793,5506311,49.67585216,-54.21674336
"594","Dara","Lichen.2.4",2022-06-16,"Lichen","Cladonia",3,3.855,0.15441586,42.7254016,276.6905001,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-1.772246602,-27.84956847,700793,5506311,49.67585216,-54.21674336
"595","Dara","Lichen.2.4",2022-06-16,"Lichen","Cladonia",4,2.169,0.593587631,77.4630747,130.4998127,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,10.11150791,-28.9238176,700793,5506311,49.67585216,-54.21674336
"596","Dara","Lichen.2.4",2022-06-16,"Lichen","Lingonberry",1,2.199,0.544208918,51.10438677,93.9058238,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-10.30742402,-32.5918023,700793,5506311,49.67585216,-54.21674336
"597","Dara","Lichen.2.4",2022-06-16,"Lichen","Lingonberry",2,2.257,0.571473586,48.52707414,84.91569047,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-9.216240298,-31.78115253,700793,5506311,49.67585216,-54.21674336
"598","Dara","Lichen.2.4",2022-06-16,"Lichen","Lingonberry",3,2.257,0.621490585,51.52155775,82.89998105,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-11.89324645,-33.38491832,700793,5506311,49.67585216,-54.21674336
"599","Dara","Lichen.2.4",2022-06-16,"Lichen","Lingonberry",4,2.121,0.492999435,51.30443532,104.065911,10,5.072,0.52,19.95,0.026065163,"6","yes",NA,4.833333333,-11.55170321,-32.37838509,700793,5506311,49.67585216,-54.21674336
"600","1","Mixed.12",2022-06-14,"Mixed","Alder",1,3.194,3.82,50.36,0.075853852,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"601","1","Mixed.12",2022-06-14,"Mixed","Alder",2,3.134,3.9,51.22,0.076142132,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"602","1","Mixed.12",2022-06-14,"Mixed","Alder",3,3.297,3.73,50.77,0.073468584,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"603","1","Mixed.12",2022-06-14,"Mixed","Alder",4,3.131,3.63,50.49,0.071895425,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"604","1","Mixed.6",2022-06-15,"Mixed","Alder",1,3.296,3.63,49.57,0.073229776,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"605","1","Mixed.6",2022-06-15,"Mixed","Alder",2,3.484,3.23,50.15,0.06440678,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"606","1","Mixed.6",2022-06-15,"Mixed","Alder",3,3.461,3.23,50.78,0.06360772,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"607","1","Mixed.6",2022-06-15,"Mixed","Alder",4,3.281,3.09,51.14,0.06042237,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"608","3","Mixed.12",2022-06-14,"Mixed","Alder",1,3.194,3.82,50.36,0.075853852,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"609","3","Mixed.12",2022-06-14,"Mixed","Alder",2,3.134,3.9,51.22,0.076142132,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"610","3","Mixed.12",2022-06-14,"Mixed","Alder",3,3.297,3.73,50.77,0.073468584,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"611","3","Mixed.12",2022-06-14,"Mixed","Alder",4,3.131,3.63,50.49,0.071895425,10,5.143,1.81,31.99,0.056580181,"3","yes",NA,8.333333333,NA,NA,700643,5504661,49.66107855,-54.21966564
"612","3","Mixed.6",2022-06-15,"Mixed","Alder",1,3.296,3.63,49.57,0.073229776,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"613","3","Mixed.6",2022-06-15,"Mixed","Alder",2,3.484,3.23,50.15,0.06440678,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"614","3","Mixed.6",2022-06-15,"Mixed","Alder",3,3.461,3.23,50.78,0.06360772,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"615","3","Mixed.6",2022-06-15,"Mixed","Alder",4,3.281,3.09,51.14,0.06042237,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"616","6","Scrub.1",2022-06-15,"Scrub","Dwarf_birch",1,3.112,3.01,50.27,0.059876666,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"617","6","Scrub.1",2022-06-15,"Scrub","Dwarf_birch",2,3.401,3.2,49.22,0.065014222,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"618","6","Scrub.1",2022-06-15,"Scrub","Dwarf_birch",3,3.006,3.09,50.12,0.061652035,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"619","6","Scrub.1",2022-06-15,"Scrub","Dwarf_birch",4,3.002,3.31,49.54,0.066814695,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"620","9","Wetland.20",2022-06-16,"Wetland","Dwarf_birch",1,2.959,2.08,49.36,0.042139384,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"621","9","Wetland.20",2022-06-16,"Wetland","Dwarf_birch",2,3.014,2.42,47.16,0.051314673,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"622","9","Wetland.20",2022-06-16,"Wetland","Dwarf_birch",3,3.002,1.71,50.86,0.033621707,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"623","9","Wetland.20",2022-06-16,"Wetland","Dwarf_birch",4,3.083,1.97,49.42,0.039862404,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"624","9","Wetland.28",2022-06-14,"Wetland","Dwarf_birch",1,3.035,2.19,51.08,0.042873923,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"625","9","Wetland.28",2022-06-15,"Wetland","Dwarf_birch",1,3.035,2.19,51.08,0.042873923,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"626","9","Wetland.28",2022-06-14,"Wetland","Dwarf_birch",2,3.251,3.08,49.13,0.06269082,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"627","9","Wetland.28",2022-06-15,"Wetland","Dwarf_birch",2,3.251,3.08,49.13,0.06269082,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"628","9","Wetland.28",2022-06-14,"Wetland","Dwarf_birch",3,3.003,2.64,49.03,0.053844585,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"629","9","Wetland.28",2022-06-15,"Wetland","Dwarf_birch",3,3.003,2.64,49.03,0.053844585,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"630","9","Wetland.28",2022-06-14,"Wetland","Dwarf_birch",4,3.209,2.56,48.19,0.053123055,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"631","9","Wetland.28",2022-06-15,"Wetland","Dwarf_birch",4,3.209,2.56,48.19,0.053123055,11,5.076,1.99,51.08,0.038958496,"3","no",NA,25,NA,NA,700223,5503591,49.65160516,-54.22602531
"632","10","Wetland.8",2022-06-14,"Wetland","Dwarf_birch",1,3.315,2.73,52.31,0.052188874,11,5.224,2.27,52.84,0.042959879,"3","no",NA,44,NA,NA,696093,5505131,49.66679728,-54.28240451
"633","10","Wetland.8",2022-06-14,"Wetland","Dwarf_birch",2,3.11,3.62,49.63,0.072939754,11,5.224,2.27,52.84,0.042959879,"3","no",NA,44,NA,NA,696093,5505131,49.66679728,-54.28240451
"634","10","Wetland.8",2022-06-14,"Wetland","Dwarf_birch",3,3.106,3.82,47.99,0.079599917,11,5.224,2.27,52.84,0.042959879,"3","no",NA,44,NA,NA,696093,5505131,49.66679728,-54.28240451
"635","10","Wetland.8",2022-06-14,"Wetland","Dwarf_birch",4,3.042,3.63,50.1,0.07245509,11,5.224,2.27,52.84,0.042959879,"3","no",NA,44,NA,NA,696093,5505131,49.66679728,-54.28240451
"636","1","Mixed.6",2022-06-15,"Mixed","Blueberry",1,3.284,3.17,49.21,0.064417801,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"637","1","Mixed.6",2022-06-15,"Mixed","Blueberry",2,3.541,3.55,50.42,0.070408568,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"638","1","Mixed.6",2022-06-15,"Mixed","Blueberry",3,3.047,3.86,47.74,0.080854629,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"639","1","Mixed.6",2022-06-15,"Mixed","Blueberry",4,3.158,2.97,46.85,0.06339381,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"640","2","Lichen.9",2022-06-14,"Lichen","Blueberry",1,3.061,2.84,49.32,0.057583131,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"641","2","Lichen.9",2022-06-14,"Lichen","Blueberry",2,3.418,2.74,50.84,0.053894571,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"642","2","Lichen.9",2022-06-14,"Lichen","Blueberry",3,3.301,2.81,49.65,0.056596173,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"643","2","Lichen.9",2022-06-14,"Lichen","Blueberry",4,3.035,2.71,50.46,0.053705906,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"644","3","Mixed.6",2022-06-15,"Mixed","Blueberry",1,3.284,3.17,49.21,0.064417801,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"645","3","Mixed.6",2022-06-15,"Mixed","Blueberry",1,3.284,3.17,49.21,0.064417801,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"646","3","Mixed.6",2022-06-15,"Mixed","Blueberry",2,3.541,3.55,50.42,0.070408568,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"647","3","Mixed.6",2022-06-15,"Mixed","Blueberry",3,3.047,3.86,47.74,0.080854629,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"648","3","Mixed.6",2022-06-15,"Mixed","Blueberry",4,3.158,2.97,46.85,0.06339381,10,5.085,1.08,44.75,0.024134078,"3","yes",NA,10,NA,NA,710823,5510001,49.70557581,-54.07591109
"649","4","Rocky.10",2022-06-15,"Rocky","Blueberry",1,3.121,3.24,52.14,0.062140391,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"650","4","Rocky.10",2022-06-15,"Rocky","Blueberry",2,3.111,3.43,51,0.067254902,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"651","4","Rocky.10",2022-06-15,"Rocky","Blueberry",3,2.995,2.18,53.05,0.041093308,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"652","4","Rocky.10",2022-06-15,"Rocky","Blueberry",4,3.103,2.23,52,0.042884615,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"653","6","Scrub.1",2022-06-15,"Scrub","Blueberry",1,3.064,3.06,48.76,0.062756358,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"654","6","Scrub.1",2022-06-15,"Scrub","Blueberry",2,3.387,2.7,50.45,0.053518335,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"655","6","Scrub.1",2022-06-15,"Scrub","Blueberry",3,3.075,2.68,50.35,0.053227408,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"656","6","Scrub.1",2022-06-15,"Scrub","Blueberry",4,3.59,2.59,49.78,0.052028927,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"657","2","Lichen.9",2022-06-14,"Lichen","Cladonia",1,3.41,0.3,44.4,0.006756757,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"658","2","Lichen.9",2022-06-14,"Lichen","Cladonia",2,3.453,0.32,44.42,0.007203962,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"659","2","Lichen.9",2022-06-14,"Lichen","Cladonia",3,3.118,0.32,43.96,0.007279345,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"660","2","Lichen.9",2022-06-14,"Lichen","Cladonia",4,3.173,0.3,44.02,0.006815084,10,5.01,0.49,24.39,0.020090201,"3","yes",NA,18.33333333,NA,NA,699923,5506191,49.67506315,-54.22884911
"661","4","Rocky.10",2022-06-15,"Rocky","Cladonia",1,3.081,0.29,42.84,0.006769374,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"662","4","Rocky.10",2022-06-15,"Rocky","Cladonia",2,3.014,0.25,43.19,0.005788377,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"663","4","Rocky.10",2022-06-15,"Rocky","Cladonia",3,3.046,0.28,40.33,0.006942723,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"664","4","Rocky.10",2022-06-15,"Rocky","Cladonia",4,3.094,0.29,43.15,0.006720742,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"665","6","Scrub.1",2022-06-15,"Scrub","Kalmia",1,3.119,1.36,54.43,0.024986221,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"666","6","Scrub.1",2022-06-15,"Scrub","Kalmia",2,3.164,1.44,53.63,0.026850643,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"667","6","Scrub.1",2022-06-15,"Scrub","Kalmia",3,2.865,1.42,51.18,0.027745213,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"668","6","Scrub.1",2022-06-15,"Scrub","Kalmia",4,3.006,1.42,53.8,0.026394052,11,5.181,1.06,33.77,0.031388807,"5",NA,NA,6.6,NA,NA,709843,5510511,49.71049926,-54.08921105
"669","6","Scrub.11",2022-06-14,"Scrub","Cladonia",1,3.015,0.37,44.42,0.008329581,11,5.053,0.67,45.76,0.014641608,"3","no",NA,12.66666667,NA,NA,700773,5504761,49.6619337,-54.21781519
"670","6","Scrub.11",2022-06-14,"Scrub","Cladonia",2,3.262,0.33,42.48,0.007768362,11,5.053,0.67,45.76,0.014641608,"3","no",NA,12.66666667,NA,NA,700773,5504761,49.6619337,-54.21781519
"671","6","Scrub.11",2022-06-14,"Scrub","Cladonia",3,3.113,0.29,42.55,0.006815511,11,5.053,0.67,45.76,0.014641608,"3","no",NA,12.66666667,NA,NA,700773,5504761,49.6619337,-54.21781519
"672","6","Scrub.11",2022-06-14,"Scrub","Cladonia",4,3.001,0.37,43.2,0.008564815,11,5.053,0.67,45.76,0.014641608,"3","no",NA,12.66666667,NA,NA,700773,5504761,49.6619337,-54.21781519
"673","9","Wetland.6",2022-06-15,"Wetland","Cladonia",1,3.54,0.38,43.52,0.008731618,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"674","9","Wetland.6",2022-06-15,"Wetland","Cladonia",2,3.138,0.34,41.34,0.00822448,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"675","9","Wetland.6",2022-06-15,"Wetland","Cladonia",3,3.343,0.43,43.45,0.009896433,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"676","9","Wetland.6",2022-06-15,"Wetland","Cladonia",4,3.084,0.43,43.29,0.00993301,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"677","4","Rocky.10",2022-06-15,"Rocky","Crowberry",1,3.014,0.84,55.56,0.01511879,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"678","4","Rocky.10",2022-06-15,"Rocky","Crowberry",2,2.937,0.67,56.39,0.011881539,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"679","4","Rocky.10",2022-06-15,"Rocky","Crowberry",3,3.081,0.79,54.93,0.014381941,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"680","4","Rocky.10",2022-06-15,"Rocky","Crowberry",4,3.179,0.57,57.08,0.009985985,10,5.137,0.57,20.3,0.028078818,"3","yes",NA,9,NA,NA,712273,5509621,49.70165322,-54.05603414
"681","9","Wetland.6",2022-06-15,"Wetland","Crowberry",1,3.209,0.82,51.26,0.015996879,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"682","9","Wetland.6",2022-06-15,"Wetland","Crowberry",2,3.115,0.73,53.05,0.013760603,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"683","9","Wetland.6",2022-06-15,"Wetland","Crowberry",3,3.347,0.87,52.48,0.016577744,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"684","9","Wetland.6",2022-06-15,"Wetland","Crowberry",4,3.264,1.15,52.09,0.022077174,11,5.034,1.18,51.47,0.022925976,"3","no",NA,27.5,NA,NA,712413,5509481,49.70034631,-54.05417131
"685","9","Wetland.20",2022-06-16,"Wetland","Deergrass",1,2.97,2.08,44.85,0.046376812,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"686","9","Wetland.20",2022-06-16,"Wetland","Deergrass",2,3.111,2.31,45.26,0.051038445,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"687","9","Wetland.20",2022-06-16,"Wetland","Deergrass",3,3.17,1.72,45.3,0.037969095,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
"688","9","Wetland.20",2022-06-16,"Wetland","Deergrass",4,3.156,2.45,45.2,0.05420354,11,5.349,2.1,51.66,0.040650407,"3","yes",NA,22.5,NA,NA,702313,5509731,49.70606853,-54.19393106
