"","run_number","site","date","lc","species","subsample","mass_mg","percent_N","percent_C","NC_ratio","soil_run","soil_mass","soil_N","soil_C","soil_NC","n_cores","rock_bottom","organic","depth","d15N","d13CVPDB","x","y","Lat","Long"
"331","Dara","Wetland.19.4",2022-06-14,"Wetland","Crowberry",1,2.468,0.817337898,58.0153599,70.98087586,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-8.451106924,-31.62055299,698893,5503721,49.65321287,-54.24436316
"332","Dara","Wetland.19.4",2022-06-14,"Wetland","Crowberry",2,2.283,0.828082361,57.39283966,69.30812964,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-7.441535341,-31.74238957,698893,5503721,49.65321287,-54.24436316
"333","Dara","Wetland.19.4",2022-06-14,"Wetland","Crowberry",3,2.581,0.689210352,59.97126556,87.01445849,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-5.259527294,-31.79200306,698893,5503721,49.65321287,-54.24436316
"334","Dara","Wetland.19.4",2022-06-14,"Wetland","Crowberry",4,2.236,0.564878777,58.97543866,104.4037076,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-3.394949743,-30.42180534,698893,5503721,49.65321287,-54.24436316
"335","Dara","Wetland.19.4",2022-06-14,"Wetland","Kalmia",1,2.227,1.36287146,57.23686019,41.99725495,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-6.766664818,-31.24590212,698893,5503721,49.65321287,-54.24436316
"336","Dara","Wetland.19.4",2022-06-14,"Wetland","Kalmia",2,2.269,1.594578868,56.81192853,35.62817097,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-7.016454421,-29.87875998,698893,5503721,49.65321287,-54.24436316
"337","Dara","Wetland.19.4",2022-06-14,"Wetland","Kalmia",3,2.105,1.314468598,57.15170514,43.47894291,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-7.489267267,-31.10530954,698893,5503721,49.65321287,-54.24436316
"338","Dara","Wetland.19.4",2022-06-14,"Wetland","Kalmia",3,2.149,1.18414357,56.96789468,48.10894231,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,-8.983300931,-31.6268111,698893,5503721,49.65321287,-54.24436316
"339","Dara","Wetland.19.4",2022-06-14,"Wetland","Cladonia",1,3.916,0.342573701,46.71660501,136.3695019,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,25.9953401,-28.86594472,698893,5503721,49.65321287,-54.24436316
"340","Dara","Wetland.19.4",2022-06-14,"Wetland","Cladonia",2,4.059,0.371235306,44.78615869,120.6408926,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,10.39934804,-28.45257911,698893,5503721,49.65321287,-54.24436316
"341","Dara","Wetland.19.4",2022-06-14,"Wetland","Cladonia",3,4.25,0.341287998,46.23301588,135.4662812,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,22.97451644,-29.21176031,698893,5503721,49.65321287,-54.24436316
"342","Dara","Wetland.19.4",2022-06-14,"Wetland","Cladonia",4,4.28,0.268594184,46.0090498,171.2957781,11,5.427,0.55,48.15,0.011422638,"3",NA,NA,22.5,29.37498987,-28.13484859,698893,5503721,49.65321287,-54.24436316
"343","Dara","Mixed.5.1",2022-06-15,"Mixed","Crowberry",1,2.23,0.664894515,60.02995263,90.28492679,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,1.700845265,-31.3390048,710683,5509981,49.70544514,-54.077861
"344","Dara","Mixed.5.1",2022-06-15,"Mixed","Crowberry",2,2.248,0.496448269,54.4702406,109.719872,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-0.462006402,-30.80631745,710683,5509981,49.70544514,-54.077861
"345","Dara","Mixed.5.1",2022-06-15,"Mixed","Crowberry",3,2.265,0.679757592,58.50569155,86.06846355,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-3.615942071,-31.09116274,710683,5509981,49.70544514,-54.077861
"346","Dara","Mixed.5.1",2022-06-15,"Mixed","Crowberry",4,2.481,0.802780962,59.14275491,73.67234363,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-2.028545539,-31.45421719,710683,5509981,49.70544514,-54.077861
"347","Dara","Mixed.5.1",2022-06-15,"Mixed","Kalmia",1,2.406,1.204941187,58.43482111,48.49599445,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-6.171502843,-31.18239913,710683,5509981,49.70544514,-54.077861
"348","Dara","Mixed.5.1",2022-06-15,"Mixed","Kalmia",2,2.285,1.185184227,57.62640814,48.62232118,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-6.737088491,-30.91749123,710683,5509981,49.70544514,-54.077861
"349","Dara","Mixed.5.1",2022-06-15,"Mixed","Kalmia",3,2.307,1.192781177,58.11102843,48.71893483,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-5.24842695,-31.42769297,710683,5509981,49.70544514,-54.077861
"350","Dara","Mixed.5.1",2022-06-15,"Mixed","Kalmia",4,2.16,1.339525173,57.26931259,42.75344259,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-6.505266035,-31.46488272,710683,5509981,49.70544514,-54.077861
"351","Dara","Mixed.5.1",2022-06-15,"Mixed","Cladonia",1,3.906,0.309887053,45.58983132,147.1175735,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,16.78529966,-29.37359651,710683,5509981,49.70544514,-54.077861
"352","Dara","Mixed.5.1",2022-06-15,"Mixed","Cladonia",2,4.238,0.263777704,44.1645922,167.4311042,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,8.363834848,-28.39367348,710683,5509981,49.70544514,-54.077861
"353","Dara","Mixed.5.1",2022-06-15,"Mixed","Cladonia",3,4.115,0.336648406,44.58132211,132.4269514,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,2.361632505,-28.95995565,710683,5509981,49.70544514,-54.077861
"354","Dara","Mixed.5.1",2022-06-15,"Mixed","Cladonia",4,4.067,0.291992189,45.75193173,156.6888892,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,5.524423233,-28.65933791,710683,5509981,49.70544514,-54.077861
"355","Dara","Mixed.5.1",2022-06-15,"Mixed","Lingonberry",1,2.493,0.562718277,54.38551003,96.64784716,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-9.299568417,-31.15825084,710683,5509981,49.70544514,-54.077861
"356","Dara","Mixed.5.1",2022-06-15,"Mixed","Lingonberry",2,2.216,0.636366891,53.5646638,84.17261262,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-9.438132465,-33.07715787,710683,5509981,49.70544514,-54.077861
"357","Dara","Mixed.5.1",2022-06-15,"Mixed","Lingonberry",3,2.481,0.663629424,61.91293373,93.29443735,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-11.08910744,-32.44552187,710683,5509981,49.70544514,-54.077861
"358","Dara","Mixed.5.1",2022-06-15,"Mixed","Lingonberry",4,2.414,0.627156468,52.24943746,83.31164568,10,5.157,0.71,29.28,0.024248634,"3","yes",NA,12.66666667,-11.10208782,-31.6268918,710683,5509981,49.70544514,-54.077861
"359","Dara","Mixed.5.2",2022-06-15,"Mixed","Crowberry",1,2.085,0.752525798,55.31843352,73.51034829,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-9.305271249,-29.47798934,710683,5509981,49.70544514,-54.077861
"360","Dara","Mixed.5.2",2022-06-15,"Mixed","Crowberry",2,1.965,0.753874626,55.87386761,74.11559655,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-9.103396667,-29.65918168,710683,5509981,49.70544514,-54.077861
"361","Dara","Mixed.5.2",2022-06-15,"Mixed","Crowberry",3,2.413,0.70857876,57.04808218,80.51057333,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-7.865965891,-29.34309956,710683,5509981,49.70544514,-54.077861
"362","Dara","Mixed.5.2",2022-06-15,"Mixed","Crowberry",4,2.399,0.68962426,52.85224337,76.6391881,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-9.75522312,-28.71644066,710683,5509981,49.70544514,-54.077861
"363","Dara","Mixed.5.2",2022-06-15,"Mixed","Kalmia",1,2.358,1.163490681,55.98967534,48.12215195,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-10.64840173,-31.37795181,710683,5509981,49.70544514,-54.077861
"364","Dara","Mixed.5.2",2022-06-15,"Mixed","Kalmia",2,2.559,0.969594005,57.06955694,58.85923038,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-10.9831752,-31.59145408,710683,5509981,49.70544514,-54.077861
"365","Dara","Mixed.5.2",2022-06-15,"Mixed","Kalmia",3,2.317,1.244574521,57.67699621,46.34274221,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-8.963949427,-30.19840192,710683,5509981,49.70544514,-54.077861
"366","Dara","Mixed.5.2",2022-06-15,"Mixed","Kalmia",4,2.139,1.255304985,55.32823939,44.07553546,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-10.58735395,-28.69324567,710683,5509981,49.70544514,-54.077861
"367","Dara","Mixed.5.2",2022-06-15,"Mixed","Cladonia",1,4.226,0.341778999,43.94410016,128.5746062,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,15.78840101,-28.82641744,710683,5509981,49.70544514,-54.077861
"368","Dara","Mixed.5.2",2022-06-15,"Mixed","Cladonia",2,4.286,0.195950017,39.52104653,201.6894264,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,4.012162858,-27.92797209,710683,5509981,49.70544514,-54.077861
"369","Dara","Mixed.5.2",2022-06-15,"Mixed","Cladonia",3,4.134,0.251981295,45.8890753,182.113023,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,7.307602251,-28.56017763,710683,5509981,49.70544514,-54.077861
"370","Dara","Mixed.5.2",2022-06-15,"Mixed","Cladonia",4,4.278,0.294903831,45.2821881,153.5489993,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,21.10436203,-28.15666078,710683,5509981,49.70544514,-54.077861
"371","Dara","Mixed.5.2",2022-06-15,"Mixed","Lingonberry",1,2.211,0.668979626,52.81081764,78.9423408,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-10.76141644,-31.27736692,710683,5509981,49.70544514,-54.077861
"372","Dara","Mixed.5.2",2022-06-15,"Mixed","Lingonberry",2,2.02,0.675586877,53.26050167,78.83590326,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-13.55530815,-30.59368991,710683,5509981,49.70544514,-54.077861
"373","Dara","Mixed.5.2",2022-06-15,"Mixed","Lingonberry",3,2.48,0.646657478,54.75446518,84.67305653,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-12.04845096,-32.45503193,710683,5509981,49.70544514,-54.077861
"374","Dara","Mixed.5.2",2022-06-15,"Mixed","Lingonberry",4,2.55,0.704391584,55.90039582,79.35982921,10,5.019,0.58,24.24,0.023927393,"5","yes",NA,4.2,-7.697014569,-31.46597924,710683,5509981,49.70544514,-54.077861
"375","Dara","Mixed.5.3",2022-06-15,"Mixed","Crowberry",1,2.143,0.59162246,55.79753893,94.31274621,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-7.459004648,-30.88211294,710683,5509981,49.70544514,-54.077861
"376","Dara","Mixed.5.3",2022-06-15,"Mixed","Crowberry",2,2.175,0.686222762,55.20951598,80.45421843,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-4.72231055,-29.0769771,710683,5509981,49.70544514,-54.077861
"377","Dara","Mixed.5.3",2022-06-15,"Mixed","Crowberry",3,2.089,0.597924247,56.56975994,94.61024575,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,1.546508659,-29.90949856,710683,5509981,49.70544514,-54.077861
"378","Dara","Mixed.5.3",2022-06-15,"Mixed","Crowberry",4,2.491,0.685740807,55.61533661,81.10256247,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-1.430859416,-30.39619139,710683,5509981,49.70544514,-54.077861
"379","Dara","Mixed.5.3",2022-06-15,"Mixed","Crowberry",4,2.337,0.885341058,54.50436636,61.56312968,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-7.491469803,-29.144849,710683,5509981,49.70544514,-54.077861
"380","Dara","Mixed.5.3",2022-06-15,"Mixed","Kalmia",1,2.34,1.357042568,56.03329917,41.29074539,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-7.006879216,-30.64360531,710683,5509981,49.70544514,-54.077861
"381","Dara","Mixed.5.3",2022-06-15,"Mixed","Kalmia",2,2.215,1.294586124,52.29867416,40.39798758,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-9.634218687,-31.21047296,710683,5509981,49.70544514,-54.077861
"382","Dara","Mixed.5.3",2022-06-15,"Mixed","Kalmia",3,2.519,1.350318126,51.99578191,38.50632003,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-8.727630941,-29.84117954,710683,5509981,49.70544514,-54.077861
"383","Dara","Mixed.5.3",2022-06-15,"Mixed","Kalmia",4,2.432,1.381598683,54.53850852,39.47492798,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-8.28796976,-30.70424835,710683,5509981,49.70544514,-54.077861
"384","Dara","Mixed.5.3",2022-06-15,"Mixed","Cladonia",1,4.226,0.245659608,45.36738944,184.6758192,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,4.412106589,-27.55264929,710683,5509981,49.70544514,-54.077861
"385","Dara","Mixed.5.3",2022-06-15,"Mixed","Cladonia",2,4.286,0.24864495,45.72162252,183.8831736,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,15.75825183,-28.87848283,710683,5509981,49.70544514,-54.077861
"386","Dara","Mixed.5.3",2022-06-15,"Mixed","Cladonia",3,4.196,0.241856274,45.34010372,187.4671386,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,1.956596591,-28.34608255,710683,5509981,49.70544514,-54.077861
"387","Dara","Mixed.5.3",2022-06-15,"Mixed","Cladonia",4,3.835,0.281188824,43.97026242,156.3727241,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-1.367313816,-29.01299855,710683,5509981,49.70544514,-54.077861
"388","Dara","Mixed.5.3",2022-06-15,"Mixed","Lingonberry",1,2.552,0.613290775,53.24480898,86.81821274,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-9.514157034,-31.66042028,710683,5509981,49.70544514,-54.077861
"389","Dara","Mixed.5.3",2022-06-15,"Mixed","Lingonberry",2,2.295,0.651639967,52.92669976,81.22076986,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-9.599686742,-30.3409191,710683,5509981,49.70544514,-54.077861
"390","Dara","Mixed.5.3",2022-06-15,"Mixed","Lingonberry",3,2.481,0.572547767,54.18559176,94.63942553,10,5.286,0.67,21.63,0.030975497,"4","yes",NA,9.25,-7.438300512,-30.98259038,710683,5509981,49.70544514,-54.077861
"391","Dara","Mixed.5.4",2022-06-15,"Mixed","Crowberry",1,2.304,0.695345206,55.13649324,79.29369869,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-2.692796789,-30.53459997,710683,5509981,49.70544514,-54.077861
"392","Dara","Mixed.5.4",2022-06-15,"Mixed","Crowberry",2,2.427,0.604281932,56.43311543,93.38871884,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,5.272063525,-31.02931104,710683,5509981,49.70544514,-54.077861
"393","Dara","Mixed.5.4",2022-06-15,"Mixed","Crowberry",3,2.536,0.723730562,52.12264655,72.01940786,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-7.452601237,-30.22663072,710683,5509981,49.70544514,-54.077861
"394","Dara","Mixed.5.4",2022-06-15,"Mixed","Kalmia",1,2.169,1.055523947,52.76072631,49.98534279,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-4.035788537,-29.24368993,710683,5509981,49.70544514,-54.077861
"395","Dara","Mixed.5.4",2022-06-15,"Mixed","Cladonia",1,4.327,0.217012398,44.27060727,204.0003597,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,8.047381955,-29.14490035,710683,5509981,49.70544514,-54.077861
"396","Dara","Mixed.5.4",2022-06-15,"Mixed","Cladonia",2,4.068,0.153090376,43.83725135,286.348839,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-1.874802821,-28.87853937,710683,5509981,49.70544514,-54.077861
"397","Dara","Mixed.5.4",2022-06-15,"Mixed","Cladonia",3,4.302,0.219900335,44.68570448,203.2088964,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,21.61943704,-28.37347212,710683,5509981,49.70544514,-54.077861
"398","Dara","Mixed.5.4",2022-06-15,"Mixed","Cladonia",4,3.892,0.223843257,44.07793902,196.9143034,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,11.92681524,-28.83155008,710683,5509981,49.70544514,-54.077861
"399","Dara","Mixed.5.4",2022-06-15,"Mixed","Lingonberry",1,2.446,0.65892065,54.66866378,82.96699126,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-11.06956396,-31.28379518,710683,5509981,49.70544514,-54.077861
"400","Dara","Mixed.5.4",2022-06-15,"Mixed","Lingonberry",2,2.507,0.627297215,53.13959308,84.71198627,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-13.09549455,-30.90238623,710683,5509981,49.70544514,-54.077861
"401","Dara","Mixed.5.4",2022-06-15,"Mixed","Lingonberry",3,2.128,0.591546673,52.65855591,89.01842963,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-13.34028983,-30.16196518,710683,5509981,49.70544514,-54.077861
"402","Dara","Mixed.5.4",2022-06-15,"Mixed","Lingonberry",4,2.27,0.413993745,51.55927451,124.541192,10,5.121,1.07,39.25,0.027261146,"7","yes",NA,3,-5.966953354,-30.98439428,710683,5509981,49.70544514,-54.077861
"403","Dara","Scrub.X.1",2022-06-15,"Scrub","Crowberry",1,2.096,0.731716522,44.09708574,60.26525908,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-8.930150931,-27.83874737,708202,5511183,49.71711,-54.11158
"404","Dara","Scrub.X.1",2022-06-15,"Scrub","Crowberry",2,2.278,1.160850954,54.96721801,47.3507971,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-8.142829049,-27.36505546,708202,5511183,49.71711,-54.11158
"405","Dara","Scrub.X.1",2022-06-15,"Scrub","Crowberry",3,2.223,0.912802924,54.70242571,59.92796939,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-9.066801297,-27.63363734,708202,5511183,49.71711,-54.11158
"406","Dara","Scrub.X.1",2022-06-15,"Scrub","Crowberry",4,2.312,0.845355044,54.89461765,64.93676003,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-8.962423247,-27.93380881,708202,5511183,49.71711,-54.11158
"407","Dara","Scrub.X.1",2022-06-15,"Scrub","Kalmia",1,2.01,1.149824515,54.52695442,47.42197938,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-12.44648686,-29.11729593,708202,5511183,49.71711,-54.11158
"408","Dara","Scrub.X.1",2022-06-15,"Scrub","Kalmia",2,2.455,1.069051431,52.39222136,49.00813922,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-7.961307259,-31.52193952,708202,5511183,49.71711,-54.11158
"409","Dara","Scrub.X.1",2022-06-15,"Scrub","Kalmia",3,2.024,1.138286568,55.49451518,48.75267505,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-9.79667212,-30.66570725,708202,5511183,49.71711,-54.11158
"410","Dara","Scrub.X.1",2022-06-15,"Scrub","Kalmia",4,2.151,1.419635099,52.96648917,37.30993211,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,-8.371075617,-31.42836389,708202,5511183,49.71711,-54.11158
"411","Dara","Scrub.X.1",2022-06-15,"Scrub","Cladonia",1,4.267,0.30327132,44.5194598,146.797461,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,22.32940841,-29.02054368,708202,5511183,49.71711,-54.11158
"412","Dara","Scrub.X.1",2022-06-15,"Scrub","Cladonia",2,4.101,0.282611391,45.55714248,161.2006592,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,14.70932515,-28.01335694,708202,5511183,49.71711,-54.11158
"413","Dara","Scrub.X.1",2022-06-15,"Scrub","Cladonia",3,3.934,0.214209,43.96318115,205.2349858,11,5.219,0.92,36.35,0.025309491,"5","yes",NA,5,12.09366905,-28.07536778,708202,5511183,49.71711,-54.11158
"414","Dara","Scrub.X.2",2022-06-15,"Scrub","Crowberry",1,2.534,0.79688163,55.85039022,70.08618105,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-4.336676217,-29.28651899,708202,5511183,49.71711,-54.11158
"415","Dara","Scrub.X.2",2022-06-15,"Scrub","Crowberry",2,2.122,0.694603846,52.72800654,75.91090492,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-5.884855818,-30.05960572,708202,5511183,49.71711,-54.11158
"416","Dara","Scrub.X.2",2022-06-15,"Scrub","Crowberry",3,2.497,0.704463013,55.08931354,78.2004343,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-9.342729088,-29.16289383,708202,5511183,49.71711,-54.11158
"417","Dara","Scrub.X.2",2022-06-15,"Scrub","Crowberry",4,2.29,0.676447862,55.40516589,81.90604041,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-4.898872911,-30.03965431,708202,5511183,49.71711,-54.11158
"418","Dara","Scrub.X.2",2022-06-15,"Scrub","Kalmia",1,2.224,1.206406953,52.47163834,43.49414452,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-9.066611553,-30.76166922,708202,5511183,49.71711,-54.11158
"419","Dara","Scrub.X.2",2022-06-15,"Scrub","Kalmia",2,2.134,1.233713474,53.60239649,43.44801092,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-3.087758728,-29.44304522,708202,5511183,49.71711,-54.11158
"420","Dara","Scrub.X.2",2022-06-15,"Scrub","Kalmia",3,2.229,1.628321659,54.28604936,33.33865214,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-0.813656902,-30.90732812,708202,5511183,49.71711,-54.11158
"421","Dara","Scrub.X.2",2022-06-15,"Scrub","Kalmia",4,2.345,1.447811048,54.37457517,37.55640299,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-4.988483895,-29.88553625,708202,5511183,49.71711,-54.11158
"422","Dara","Scrub.X.2",2022-06-15,"Scrub","Cladonia",1,4.147,0.309216143,44.51018773,143.9452262,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,22.58822245,-27.42559702,708202,5511183,49.71711,-54.11158
"423","Dara","Scrub.X.2",2022-06-15,"Scrub","Cladonia",2,4.037,0.364331661,44.36904966,121.7820311,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,18.48016711,-27.62853668,708202,5511183,49.71711,-54.11158
"424","Dara","Scrub.X.2",2022-06-15,"Scrub","Cladonia",3,4.035,0.206980492,43.86689364,211.9373338,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,19.69247172,-27.09993528,708202,5511183,49.71711,-54.11158
"425","Dara","Scrub.X.2",2022-06-15,"Scrub","Cladonia",4,3.852,0.463159356,44.27937387,95.60289206,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,13.2520503,-28.06693312,708202,5511183,49.71711,-54.11158
"426","Dara","Scrub.X.2",2022-06-15,"Scrub","Lingonberry",1,2.292,0.645852082,51.88886679,80.34171946,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-7.127734095,-30.6528079,708202,5511183,49.71711,-54.11158
"427","Dara","Scrub.X.2",2022-06-15,"Scrub","Lingonberry",2,2.091,0.655818177,53.31959038,81.30239795,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-10.62068466,-30.74949908,708202,5511183,49.71711,-54.11158
"428","Dara","Scrub.X.2",2022-06-15,"Scrub","Lingonberry",3,2.468,0.56198046,52.42624755,93.28838146,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-8.826082966,-31.0260458,708202,5511183,49.71711,-54.11158
"429","Dara","Scrub.X.2",2022-06-15,"Scrub","Lingonberry",4,2.177,0.489904566,52.80140207,107.7789548,11,5.08,1.05,52.37,0.020049647,"4","no",NA,15.5,-10.13743932,-31.26207396,708202,5511183,49.71711,-54.11158
"430","Dara","Scrub.X.3",2022-06-15,"Scrub","Crowberry",1,2.27,0.721161401,56.54649462,78.41031781,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-3.172866729,-29.63046268,708202,5511183,49.71711,-54.11158
"431","Dara","Scrub.X.3",2022-06-15,"Scrub","Crowberry",2,2.019,0.530453325,56.97210939,107.4026813,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-5.646117508,-28.97949142,708202,5511183,49.71711,-54.11158
"432","Dara","Scrub.X.3",2022-06-15,"Scrub","Crowberry",3,2.367,0.518812866,56.31533392,108.5465253,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-9.372218049,-29.0207335,708202,5511183,49.71711,-54.11158
"433","Dara","Scrub.X.3",2022-06-15,"Scrub","Crowberry",4,2.355,0.708352858,56.28199519,79.45474424,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-5.210973246,-29.23234319,708202,5511183,49.71711,-54.11158
"434","Dara","Scrub.X.3",2022-06-15,"Scrub","Kalmia",1,2.531,1.41829348,55.93517068,39.4383613,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-5.63907741,-29.66294442,708202,5511183,49.71711,-54.11158
"435","Dara","Scrub.X.3",2022-06-15,"Scrub","Kalmia",2,2.509,0.89798767,54.08994196,60.23461543,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-7.66293028,-31.89565301,708202,5511183,49.71711,-54.11158
"436","Dara","Scrub.X.3",2022-06-15,"Scrub","Kalmia",3,1.998,1.18831553,57.1903617,48.12725262,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-8.624634465,-30.32477477,708202,5511183,49.71711,-54.11158
"437","Dara","Scrub.X.3",2022-06-15,"Scrub","Kalmia",4,2.362,1.497992017,55.00068541,36.71627405,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,-9.568018839,-29.28581261,708202,5511183,49.71711,-54.11158
"438","Dara","Scrub.X.3",2022-06-15,"Scrub","Cladonia",1,3.986,0.39414327,43.26558393,109.7712106,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,13.31740896,-28.02074358,708202,5511183,49.71711,-54.11158
"439","Dara","Scrub.X.3",2022-06-15,"Scrub","Cladonia",2,3.948,0.267257041,43.46142948,162.6203347,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,31.79175146,-27.5717463,708202,5511183,49.71711,-54.11158
"440","Dara","Scrub.X.3",2022-06-15,"Scrub","Cladonia",3,4.032,0.386244555,44.80608661,116.0044486,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,38.53855514,-27.90469537,708202,5511183,49.71711,-54.11158
"441","Dara","Scrub.X.3",2022-06-15,"Scrub","Cladonia",4,4.02,0.27833883,43.56933597,156.5334454,11,5.148,0.97,52.58,0.018448079,"?",NA,NA,NA,27.61486036,-27.64691711,708202,5511183,49.71711,-54.11158
